Accession	Virus	Strain	Author	Publication_Title	Journal	Database
KX789264	Enterovirus D68	SMC-15-Sendai823	Chaimongkol,N., Okamoto,M., Furuse,Y., Nishimura,H. and Oshitani,H.	Evolution and Genetic variability of human enterovirus D68: population dynamic in Asia		Genbank
KX789224	Enterovirus D68	TU-15-Sendai727	Chaimongkol,N., Okamoto,M., Furuse,Y., Nishimura,H. and Oshitani,H.	Evolution and Genetic variability of human enterovirus D68: population dynamic in Asia		Genbank
KX789223	Enterovirus D68	TU-15-Sendai728	Chaimongkol,N., Okamoto,M., Furuse,Y., Nishimura,H. and Oshitani,H.	Evolution and Genetic variability of human enterovirus D68: population dynamic in Asia		Genbank
KX789222	Enterovirus D68	TU-15-Sendai729	Chaimongkol,N., Okamoto,M., Furuse,Y., Nishimura,H. and Oshitani,H.	Evolution and Genetic variability of human enterovirus D68: population dynamic in Asia		Genbank
KX675262	Enterovirus D68	USA/NY/2016-19505	Ng,T.F.F., Montmayeur,A., Castro,C.J., Rogers,S.L., Chern,S.-W., Maher,K., Magana,L., Marine,R., Lamson,D., St. George,K., Oberste,M.S. and Nix,W.A.	Detection and Genomic Characterization of Enterovirus D68 in Respiratory Samples from Three Acute Flaccid Myelitis Cases in 2016		Genbank
LC107896	Enterovirus D68	639-OsakaC-JPN-2015	Kaida,A., Iritani,N., Yamamoto,S.P., Kanbayashi,D., Togawa,M., Amo,K., Kohdera,U., Nishigaki,T., Kageyama,T. and Kubo,H.	Reemergence of enterovirus D68 in 2015, Osaka City, Japan		Genbank
MG739639	Enterovirus D68	HongKong/CUHK66649	Wang,H., Tao,K., Tsun,G., Li,T., Tian,Q., Hong,K., Yeung,A., Chen,Z., Chan,P., Leung,T. and Chan,R.	Whole genome sequencing molecular epidemiology study of Enterovirus D68 detected in hospitalized children in Hong Kong with serious respiratory disease		Genbank
MH341714	Enterovirus D68	2016-R4483	Shen,L., Gong,C., Xiang,Z., Zhang,T., Li,M., Li,A., Luo,M. and Huang,F.	Upsurge of Enterovirus D68 and Circulation of the New Subclade D3 and Subclade B3 in Beijing, China, 2016		Genbank
KU982559	Enterovirus D68	EVD68/SZ02/CHN/2015	Chen,L., Shi,L., Yang,H., Gu,D.Y., Meng,J., Xu,Y.Q., Yao,X.J., Zhang,H.L., Cheng,J.Q., Ma,H.W., Zhang,R.L. and He,Y.Q.	Identification and Whole-Genome Sequencing of Four Enterovirus D68 Strains in Southern China in Late 2015		Genbank
KU982560	Enterovirus D68	EVD68/SZ03/CHN/2015	Chen,L., Shi,L., Yang,H., Gu,D.Y., Meng,J., Xu,Y.Q., Yao,X.J., Zhang,H.L., Cheng,J.Q., Ma,H.W., Zhang,R.L. and He,Y.Q.	Identification and Whole-Genome Sequencing of Four Enterovirus D68 Strains in Southern China in Late 2015		Genbank
KY385891	Enterovirus D68	NY234_16	Wang,G., Zhuge,J., Huang,W., Nolan,S.M., Gilrane,V.L., Yin,C., Dimitrova,N. and Fallon,J.T.	A New Subclade of Enterovirus D68 Circulating in the US and Causing an Outbreak in the Lower Hudson Valley, New York in 2016		Genbank
KX957761	Enterovirus D68	Ny59_16	Huang,W., Yin,C., Zhuge,J., Farooq,T., Yoon,E.C., Sheila,N., Chen,D., Fallon,J.T. and Wang,G.	Complete Genome Sequences of 9 Enterovirus D68 strains from an Upsurge in the Lower Hudson Valley, New York, 2016		Genbank
KY385883	Enterovirus D68	NY149_16	Wang,G., Zhuge,J., Huang,W., Nolan,S.M., Gilrane,V.L., Yin,C., Dimitrova,N. and Fallon,J.T.	A New Subclade of Enterovirus D68 Circulating in the US and Causing an Outbreak in the Lower Hudson Valley, New York in 2016		Genbank
KY385892	Enterovirus D68	NY241_16	Wang,G., Zhuge,J., Huang,W., Nolan,S.M., Gilrane,V.L., Yin,C., Dimitrova,N. and Fallon,J.T.	A New Subclade of Enterovirus D68 Circulating in the US and Causing an Outbreak in the Lower Hudson Valley, New York in 2016		Genbank
MH341719	Enterovirus D68	2016-R4863	Shen,L., Gong,C., Xiang,Z., Zhang,T., Li,M., Li,A., Luo,M. and Huang,F.	Upsurge of Enterovirus D68 and Circulation of the New Subclade D3 and Subclade B3 in Beijing, China, 2016		Genbank
MH341717	Enterovirus D68	2016-R4852	Shen,L., Gong,C., Xiang,Z., Zhang,T., Li,M., Li,A., Luo,M. and Huang,F.	Upsurge of Enterovirus D68 and Circulation of the New Subclade D3 and Subclade B3 in Beijing, China, 2016		Genbank
MH341713	Enterovirus D68	2016-R4428	Shen,L., Gong,C., Xiang,Z., Zhang,T., Li,M., Li,A., Luo,M. and Huang,F.	Upsurge of Enterovirus D68 and Circulation of the New Subclade D3 and Subclade B3 in Beijing, China, 2016		Genbank
KX957755	Enterovirus D68	NY22_16	Huang,W., Yin,C., Zhuge,J., Farooq,T., Yoon,E.C., Sheila,N., Chen,D., Fallon,J.T. and Wang,G.	Complete Genome Sequences of 9 Enterovirus D68 strains from an Upsurge in the Lower Hudson Valley, New York, 2016		Genbank
MH674143	Enterovirus D68	EVD68_SWE_033_160826_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
KY292525	Enterovirus D68	EV-D68_STL_2016_19	Wylie,K.M., Wylie,T.N. and Storch,G.A.	Direct Submission		Genbank
KY385884	Enterovirus D68	NY151_16	Wang,G., Zhuge,J., Huang,W., Nolan,S.M., Gilrane,V.L., Yin,C., Dimitrova,N. and Fallon,J.T.	A New Subclade of Enterovirus D68 Circulating in the US and Causing an Outbreak in the Lower Hudson Valley, New York in 2016		Genbank
MH674159	Enterovirus D68	EVD68_SWE_052_160908_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MT791930	Enterovirus D68	CF194006-FRA-2016	Duval,M., Bailly,J.-L. and Mirand,A.	Clinical and molecular epidemiology of Enterovirus D68 infections, Clermont-Ferrand, France, 2014-2018		Genbank
MT789737	Enterovirus D68	CF195004-FRA-2016	Duval,M., Bailly,J.-L. and Mirand,A.	Clinical and molecular epidemiology of Enterovirus D68 infections, Clermont-Ferrand, France, 2014-2018		Genbank
MT789734	Enterovirus D68	CF193002-FRA-2016	Duval,M., Bailly,J.-L. and Mirand,A.	Clinical and molecular epidemiology of Enterovirus D68 infections, Clermont-Ferrand, France, 2014-2018		Genbank
MH674133	Enterovirus D68	EVD68_SWE_054_160907_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674137	Enterovirus D68	EVD68_SWE_009_160911_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674125	Enterovirus D68	EVD68_SWE_025_160830_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MT791931	Enterovirus D68	CF241733-FRA-2016	Duval,M., Bailly,J.-L. and Mirand,A.	Clinical and molecular epidemiology of Enterovirus D68 infections, Clermont-Ferrand, France, 2014-2018		Genbank
MT789736	Enterovirus D68	CF266116-FRA-2016	Duval,M., Bailly,J.-L. and Mirand,A.	Clinical and molecular epidemiology of Enterovirus D68 infections, Clermont-Ferrand, France, 2014-2018		Genbank
MH674140	Enterovirus D68	EVD68_SWE_030_160819_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
KX957754	Enterovirus D68	NY10_16	Huang,W., Yin,C., Zhuge,J., Farooq,T., Yoon,E.C., Sheila,N., Chen,D., Fallon,J.T. and Wang,G.	Complete Genome Sequences of 9 Enterovirus D68 strains from an Upsurge in the Lower Hudson Valley, New York, 2016		Genbank
MH674144	Enterovirus D68	EVD68_SWE_057_160829_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674156	Enterovirus D68	EVD68_SWE_041_160901_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674157	Enterovirus D68	EVD68_SWE_042_160902_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674136	Enterovirus D68	EVD68_SWE_008_160909_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674118	Enterovirus D68	EVD68_SWE_017_160823_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674120	Enterovirus D68	EVD68_SWE_020_160825_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674130	Enterovirus D68	EVD68_SWE_029_160904_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674153	Enterovirus D68	EVD68_SWE_039_160831-2_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674127	Enterovirus D68	EVD68_SWE_039_160831-1_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674139	Enterovirus D68	EVD68_SWE_047_160913_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674149	Enterovirus D68	EVD68_SWE_037_160829_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674150	Enterovirus D68	EVD68_SWE_037_160830_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674117	Enterovirus D68	EVD68_SWE_049_160823_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MN259109	Enterovirus D68	USA/TX/2016-23280	Ng,T.F.F., Castro,C.J., Reynolds,E. and Nix,W.A.	Whole genomes and evolutionary history of Enterovirus D68 (EV-D68)		Genbank
MN365198	Enterovirus D68	CA-RGDS-1067	Pan,C.-Y., Huynh,T., Padilla,T., Chen,A., Castro,C.J., Marine,R.L., Ng,T.F.F., Nix,W.A., Morales,C. and Wadford,D.A.	Enterovirus D68 from California, 2016-2018		Genbank
MN365197	Enterovirus D68	CA-RGDS-1066	Pan,C.-Y., Huynh,T., Padilla,T., Chen,A., Castro,C.J., Marine,R.L., Ng,T.F.F., Nix,W.A., Morales,C. and Wadford,D.A.	Enterovirus D68 from California, 2016-2018		Genbank
MN163000	Enterovirus D68	USA/2016/CA-RGDS-1052	Pan,C.-Y., Padilla,T., Huynh,T., Castro,C.J., Marine,R.L., Ng,T.F.F., Nix,W.A. and Wadford,D.A.	Enterovirus D68 from California, 2016		Genbank
MZ824221	Enterovirus D68	WZ17226	Li,Q., Chen,X., Ai,J., Li,L., Li,C., Zhu,Y., Wang,R., Duan,Y., Zhang,M. and Xie,Z.	A small number of acute lower respiratory tract infection in children in China is associated with enterovirus D68 infection		Genbank
MZ824222	Enterovirus D68	YC17106	Li,Q., Chen,X., Ai,J., Li,L., Li,C., Zhu,Y., Wang,R., Duan,Y., Zhang,M. and Xie,Z.	A small number of acute lower respiratory tract infection in children in China is associated with enterovirus D68 infection		Genbank
MW697453	Enterovirus D68	SHFD528	Shen,J., Tan,W.J. and Ru,R.J.	Direct Submission		Genbank
MZ824223	Enterovirus D68	YC18116	Li,Q., Chen,X., Ai,J., Li,L., Li,C., Zhu,Y., Wang,R., Duan,Y., Zhang,M. and Xie,Z.	A small number of acute lower respiratory tract infection in children in China is associated with enterovirus D68 infection		Genbank
LC495298	Enterovirus D68	take3	Takeuchi,S., Kawada,J., Horiba,K., Okuno,Y., Okumura,T., Suzuki,T., Torii,Y., Kawabe,S., Wada,S., Ikeyama,T. and Ito,Y.	Metagenomic analysis using next-generation sequencing of pathogens in bronchoalveolar lavage fluid from pediatric patients with respiratory failure		Genbank
LC495299	Enterovirus D68	take4	Takeuchi,S., Kawada,J., Horiba,K., Okuno,Y., Okumura,T., Suzuki,T., Torii,Y., Kawabe,S., Wada,S., Ikeyama,T. and Ito,Y.	Metagenomic analysis using next-generation sequencing of pathogens in bronchoalveolar lavage fluid from pediatric patients with respiratory failure		Genbank
MK614087	Enterovirus D68	EV-D68/Homosapiens/CHN/DZH-ZJUC/2018	Wang,Y., Zhao,Z., Gao,F. and Zhu,M.	Direct Submission		Genbank
MN259111	Enterovirus D68	USA/MO/2016-23282	Ng,T.F.F., Castro,C.J., Reynolds,E. and Nix,W.A.	Whole genomes and evolutionary history of Enterovirus D68 (EV-D68)		Genbank
MH674146	Enterovirus D68	EVD68_SWE_034_160829_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MN259120	Enterovirus D68	USA/OH/2016-23291	Ng,T.F.F., Castro,C.J., Reynolds,E. and Nix,W.A.	Whole genomes and evolutionary history of Enterovirus D68 (EV-D68)		Genbank
MN259112	Enterovirus D68	USA/MO/2016-23283	Ng,T.F.F., Castro,C.J., Reynolds,E. and Nix,W.A.	Whole genomes and evolutionary history of Enterovirus D68 (EV-D68)		Genbank
KX957762	Enterovirus D68	NY75_16	Huang,W., Yin,C., Zhuge,J., Farooq,T., Yoon,E.C., Sheila,N., Chen,D., Fallon,J.T. and Wang,G.	Complete Genome Sequences of 9 Enterovirus D68 strains from an Upsurge in the Lower Hudson Valley, New York, 2016		Genbank
MN259108	Enterovirus D68	USA/FL/2016-23279	Ng,T.F.F., Castro,C.J., Reynolds,E. and Nix,W.A.	Whole genomes and evolutionary history of Enterovirus D68 (EV-D68)		Genbank
MN259118	Enterovirus D68	USA/PA/2016-23289	Ng,T.F.F., Castro,C.J., Reynolds,E. and Nix,W.A.	Whole genomes and evolutionary history of Enterovirus D68 (EV-D68)		Genbank
KX675261	Enterovirus D68	USA/FL/2016-19504	Ng,T.F.F., Montmayeur,A., Castro,C.J., Rogers,S.L., Chern,S.-W., Maher,K., Magana,L., Marine,R., Lamson,D., St. George,K., Oberste,M.S. and Nix,W.A.	Detection and Genomic Characterization of Enterovirus D68 in Respiratory Samples from Three Acute Flaccid Myelitis Cases in 2016		Genbank
MN259107	Enterovirus D68	USA/FL/2016-23278	Ng,T.F.F., Castro,C.J., Reynolds,E. and Nix,W.A.	Whole genomes and evolutionary history of Enterovirus D68 (EV-D68)		Genbank
MN259113	Enterovirus D68	USA/MO/2016-23284	Ng,T.F.F., Castro,C.J., Reynolds,E. and Nix,W.A.	Whole genomes and evolutionary history of Enterovirus D68 (EV-D68)		Genbank
MN365194	Enterovirus D68	CA-RGDS-1063	Pan,C.-Y., Huynh,T., Padilla,T., Chen,A., Castro,C.J., Marine,R.L., Ng,T.F.F., Nix,W.A., Morales,C. and Wadford,D.A.	Enterovirus D68 from California, 2016-2018		Genbank
MN365196	Enterovirus D68	CA-RGDS-1065	Pan,C.-Y., Huynh,T., Padilla,T., Chen,A., Castro,C.J., Marine,R.L., Ng,T.F.F., Nix,W.A., Morales,C. and Wadford,D.A.	Enterovirus D68 from California, 2016-2018		Genbank
KY042026	Enterovirus D68	CAN16-126	McDermid,A.K., Grudeski,E., Mandes,R., Huzarewich,R., Gusdal,M. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KX675263	Enterovirus D68	USA/TX/2016-19506	Ng,T.F.F., Montmayeur,A., Castro,C.J., Rogers,S.L., Chern,S.-W., Maher,K., Magana,L., Marine,R., Lamson,D., St. George,K., Oberste,M.S. and Nix,W.A.	Detection and Genomic Characterization of Enterovirus D68 in Respiratory Samples from Three Acute Flaccid Myelitis Cases in 2016		Genbank
MN259119	Enterovirus D68	USA/CO/2016-23290	Ng,T.F.F., Castro,C.J., Reynolds,E. and Nix,W.A.	Whole genomes and evolutionary history of Enterovirus D68 (EV-D68)		Genbank
KY385881	Enterovirus D68	NY135_16	Wang,G., Zhuge,J., Huang,W., Nolan,S.M., Gilrane,V.L., Yin,C., Dimitrova,N. and Fallon,J.T.	A New Subclade of Enterovirus D68 Circulating in the US and Causing an Outbreak in the Lower Hudson Valley, New York in 2016		Genbank
KY385888	Enterovirus D68	NY188_16	Wang,G., Zhuge,J., Huang,W., Nolan,S.M., Gilrane,V.L., Yin,C., Dimitrova,N. and Fallon,J.T.	A New Subclade of Enterovirus D68 Circulating in the US and Causing an Outbreak in the Lower Hudson Valley, New York in 2016		Genbank
MH674155	Enterovirus D68	EVD68_SWE_040_160901_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
KY385887	Enterovirus D68	NY185_16	Wang,G., Zhuge,J., Huang,W., Nolan,S.M., Gilrane,V.L., Yin,C., Dimitrova,N. and Fallon,J.T.	A New Subclade of Enterovirus D68 Circulating in the US and Causing an Outbreak in the Lower Hudson Valley, New York in 2016		Genbank
MN259115	Enterovirus D68	USA/ME/2016-23286	Ng,T.F.F., Castro,C.J., Reynolds,E. and Nix,W.A.	Whole genomes and evolutionary history of Enterovirus D68 (EV-D68)		Genbank
KY385890	Enterovirus D68	NY230_16	Wang,G., Zhuge,J., Huang,W., Nolan,S.M., Gilrane,V.L., Yin,C., Dimitrova,N. and Fallon,J.T.	A New Subclade of Enterovirus D68 Circulating in the US and Causing an Outbreak in the Lower Hudson Valley, New York in 2016		Genbank
KY385882	Enterovirus D68	NY141_16	Wang,G., Zhuge,J., Huang,W., Nolan,S.M., Gilrane,V.L., Yin,C., Dimitrova,N. and Fallon,J.T.	A New Subclade of Enterovirus D68 Circulating in the US and Causing an Outbreak in the Lower Hudson Valley, New York in 2016		Genbank
KY385886	Enterovirus D68	NY172_16	Wang,G., Zhuge,J., Huang,W., Nolan,S.M., Gilrane,V.L., Yin,C., Dimitrova,N. and Fallon,J.T.	A New Subclade of Enterovirus D68 Circulating in the US and Causing an Outbreak in the Lower Hudson Valley, New York in 2016		Genbank
KX957758	Enterovirus D68	NY39_16	Huang,W., Yin,C., Zhuge,J., Farooq,T., Yoon,E.C., Sheila,N., Chen,D., Fallon,J.T. and Wang,G.	Complete Genome Sequences of 9 Enterovirus D68 strains from an Upsurge in the Lower Hudson Valley, New York, 2016		Genbank
MH674134	Enterovirus D68	EVD68_SWE_055_160907_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674119	Enterovirus D68	EVD68_SWE_019_160824_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674165	Enterovirus D68	EVD68_SWE_013_160914_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674160	Enterovirus D68	EVD68_SWE_010_160909_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674147	Enterovirus D68	EVD68_SWE_035_160829_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674145	Enterovirus D68	EVD68_SWE_050_160829_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674131	Enterovirus D68	EVD68_SWE_046_160904_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674158	Enterovirus D68	EVD68_SWE_056_160905_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
KY292526	Enterovirus D68	EV-D68_STL_2016_20	Wylie,K.M., Wylie,T.N. and Storch,G.A.	Direct Submission		Genbank
MH674154	Enterovirus D68	EVD68_SWE_024_160831_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674124	Enterovirus D68	EVD68_SWE_024_160830_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674142	Enterovirus D68	EVD68_SWE_032_160825_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674129	Enterovirus D68	EVD68_SWE_021_160904_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674121	Enterovirus D68	EVD68_SWE_021_160828_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674162	Enterovirus D68	EVD68_SWE_044_160910_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674151	Enterovirus D68	EVD68_SWE_038_160830_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674161	Enterovirus D68	EVD68_SWE_011_160909_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MT791932	Enterovirus D68	CF190038-FRA-2016	Duval,M., Bailly,J.-L. and Mirand,A.	Clinical and molecular epidemiology of Enterovirus D68 infections, Clermont-Ferrand, France, 2014-2018		Genbank
MN173591	Enterovirus D68	USA/2016/CA-RGDS-1053	Pan,C.-Y., Padilla,T., Huynh,T., Chen,A., Castro,C.J., Marine,R.L., Ng,T.F.F., Nix,W.A. and Wadford,D.A.	Enterovirus D68 sequences from Respiratory Samples of Acute Flaccid Myelitis (AFM) cases in California, 2016-2018		Genbank
KY385885	Enterovirus D68	NY166_16	Wang,G., Zhuge,J., Huang,W., Nolan,S.M., Gilrane,V.L., Yin,C., Dimitrova,N. and Fallon,J.T.	A New Subclade of Enterovirus D68 Circulating in the US and Causing an Outbreak in the Lower Hudson Valley, New York in 2016		Genbank
MN259110	Enterovirus D68	USA/MO/2016-23281	Ng,T.F.F., Castro,C.J., Reynolds,E. and Nix,W.A.	Whole genomes and evolutionary history of Enterovirus D68 (EV-D68)		Genbank
MK105980	Enterovirus D68	16V0908R2	Bal, A. et al.	Emergence of enterovirus D68 clade D1, France, August to November 2018		Genbank
MN259114	Enterovirus D68	USA/PA/2016-23285	Ng,T.F.F., Castro,C.J., Reynolds,E. and Nix,W.A.	Whole genomes and evolutionary history of Enterovirus D68 (EV-D68)		Genbank
KY385889	Enterovirus D68	NY212_16	Wang,G., Zhuge,J., Huang,W., Nolan,S.M., Gilrane,V.L., Yin,C., Dimitrova,N. and Fallon,J.T.	A New Subclade of Enterovirus D68 Circulating in the US and Causing an Outbreak in the Lower Hudson Valley, New York in 2016		Genbank
KX957756	Enterovirus D68	NY29_16	Huang,W., Yin,C., Zhuge,J., Farooq,T., Yoon,E.C., Sheila,N., Chen,D., Fallon,J.T. and Wang,G.	Complete Genome Sequences of 9 Enterovirus D68 strains from an Upsurge in the Lower Hudson Valley, New York, 2016		Genbank
KX957759	Enterovirus D68	NY43_16	Huang,W., Yin,C., Zhuge,J., Farooq,T., Yoon,E.C., Sheila,N., Chen,D., Fallon,J.T. and Wang,G.	Complete Genome Sequences of 9 Enterovirus D68 strains from an Upsurge in the Lower Hudson Valley, New York, 2016		Genbank
MN259117	Enterovirus D68	USA/SC/2016-23288	Ng,T.F.F., Castro,C.J., Reynolds,E. and Nix,W.A.	Whole genomes and evolutionary history of Enterovirus D68 (EV-D68)		Genbank
KX957757	Enterovirus D68	NY30_16	Huang,W., Yin,C., Zhuge,J., Farooq,T., Yoon,E.C., Sheila,N., Chen,D., Fallon,J.T. and Wang,G.	Complete Genome Sequences of 9 Enterovirus D68 strains from an Upsurge in the Lower Hudson Valley, New York, 2016		Genbank
KX957760	Enterovirus D68	NY44_16	Huang,W., Yin,C., Zhuge,J., Farooq,T., Yoon,E.C., Sheila,N., Chen,D., Fallon,J.T. and Wang,G.	Complete Genome Sequences of 9 Enterovirus D68 strains from an Upsurge in the Lower Hudson Valley, New York, 2016		Genbank
KY385880	Enterovirus D68	NY126_16	Wang,G., Zhuge,J., Huang,W., Nolan,S.M., Gilrane,V.L., Yin,C., Dimitrova,N. and Fallon,J.T.	A New Subclade of Enterovirus D68 Circulating in the US and Causing an Outbreak in the Lower Hudson Valley, New York in 2016		Genbank
MH674128	Enterovirus D68	EVD68_SWE_028_160904_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674126	Enterovirus D68	EVD68_SWE_026_160831_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674122	Enterovirus D68	EVD68_SWE_022_160828_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674166	Enterovirus D68	EVD68_SWE_053_160916_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MK419053	Enterovirus D68	NY625_18	Wang,G., Gilrane,V.L., Zhuge,J., Huang,W., Yin,C., Salib,C., Nolan,S.M. and Fallon,J.T.	Enterovirus D68 Biennial Circulation in New York, USA, 2014-2018		Genbank
MK419064	Enterovirus D68	NY655_18	Wang,G., Gilrane,V.L., Zhuge,J., Huang,W., Yin,C., Salib,C., Nolan,S.M. and Fallon,J.T.	Enterovirus D68 Biennial Circulation in New York, USA, 2014-2018		Genbank
MH674135	Enterovirus D68	EVD68_SWE_007_160909_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674152	Enterovirus D68	EVD68_SWE_045_160831_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH844544	Enterovirus D68	EVD68_SWE_027_160901_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674141	Enterovirus D68	EVD68_SWE_031_160822_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MT789735	Enterovirus D68	CF193158-FRA-2016	Duval,M., Bailly,J.-L. and Mirand,A.	Clinical and molecular epidemiology of Enterovirus D68 infections, Clermont-Ferrand, France, 2014-2018		Genbank
MH674163	Enterovirus D68	EVD68_SWE_012_160911_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674164	Enterovirus D68	EVD68_SWE_012_160913_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
MH674123	Enterovirus D68	EVD68_SWE_023_160830_NFLG	Dyrdak, R. et al.	Intra- and interpatient evolution of enterovirus D68 during a large outbreak in Stockholm, Sweden 2016		Genbank
