Accession	Virus	Strain	Author	Publication_Title	Journal	Database
FJ639795	Dengue (denv3)	DENV_3/VE/BID_V2228/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ252678	Dengue (denv3)	DENV_3/VE/BID_V2454/2001	?			Genbank
FJ898470	Dengue (denv3)	DENV_3/VE/BID_V2967/2001	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898469	Dengue (denv3)	DENV_3/VE/BID_V2966/2001	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639761	Dengue (denv3)	DENV_3/VE/BID_V2191/2001	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639792	Dengue (denv3)	DENV_3/VE/BID_V2225/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131954	Dengue (denv3)	DENV_3/CO/BID_V3404/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868576	Dengue (denv3)	DENV_3/CO/BID_V3402/2005	?			Genbank
FJ898444	Dengue (denv3)	DENV_3/CO/BID_V2986/2005	?			Genbank
FJ639800	Dengue (denv3)	DENV_3/VE/BID_V2233/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639791	Dengue (denv3)	DENV_3/VE/BID_V2224/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955471	Dengue (denv3)	DENV_3/VE/BID_V2236/2004	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ639803	Dengue (denv3)	DENV_3/VE/BID_V2239/2005	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898472	Dengue (denv3)	DENV_3/VE/BID_V2969/2003	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639790	Dengue (denv3)	DENV_3/VE/BID_V2223/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639789	Dengue (denv3)	DENV_3/VE/BID_V2222/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639805	Dengue (denv3)	DENV_3/VE/BID_V2242/2005	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU660420	Dengue (denv3)	DENV_3/VE/BID_V905/2001	Henn et al	Direct Submission	Submitted (17-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955486	Dengue (denv3)	DENV_3/VE/BID_V2579/2001	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ639756	Dengue (denv3)	DENV_3/VE/BID_V2185/2001	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955487	Dengue (denv3)	DENV_3/VE/BID_V2580/2001	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ850079	Dengue (denv3)	DENV_3/BR/BID_V2387/2003	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639786	Dengue (denv3)	DENV_3/VE/BID_V2219/2003	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639798	Dengue (denv3)	DENV_3/VE/BID_V2231/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569691	Dengue (denv3)	DENV_3/VE/BID_V916/2001	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868572	Dengue (denv3)	DENV_3/CO/BID_V3395/2003	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868573	Dengue (denv3)	DENV_3/CO/BID_V3397/2003	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868575	Dengue (denv3)	DENV_3/CO/BID_V3400/2004	?			Genbank
KF955492	Dengue (denv3)	DENV_3/CO/BID_V3396/2003	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868571	Dengue (denv3)	DENV_3/CO/BID_V3393/2002	?			Genbank
GQ868574	Dengue (denv3)	DENV_3/CO/BID_V3398/2003	?			Genbank
FJ898445	Dengue (denv3)	DENV_3/CO/BID_V2988/2007	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131953	Dengue (denv3)	DENV_3/CO/BID_V3401/2004	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898443	Dengue (denv3)	DENV_3/CO/BID_V2984/2003	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131952	Dengue (denv3)	DENV_3/CO/BID_V3399/2003	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639779	Dengue (denv3)	DENV_3/VE/BID_V2212/2003	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569690	Dengue (denv3)	DENV_3/VE/BID_V915/2001	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ373304	Dengue (denv3)	DENV_3/VE/BID_V1590/2004	Henn et al	Direct Submission	Submitted (07-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639778	Dengue (denv3)	DENV_3/VE/BID_V2211/2002	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850097	Dengue (denv3)	DENV_3/VE/BID_V2452/2001	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639765	Dengue (denv3)	DENV_3/VE/BID_V2195/2001	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955480	Dengue (denv3)	DENV_3/VE/BID_V2457/2001	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ639762	Dengue (denv3)	DENV_3/VE/BID_V2192/2001	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882577	Dengue (denv3)	DENV_3/VE/BID_V2200/2001	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639759	Dengue (denv3)	DENV_3/VE/BID_V2189/2001	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529684	Dengue (denv3)	DENV_3/VE/BID_V1113/2001	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868577	Dengue (denv3)	DENV_3/CO/BID_V3403/2005	?			Genbank
FJ639816	Dengue (denv3)	DENV_3/VE/BID_V2256/2005	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639793	Dengue (denv3)	DENV_3/VE/BID_V2226/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482613	Dengue (denv3)	DENV_3/VE/BID_V906/2001	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529689	Dengue (denv3)	DENV_3/VE/BID_V907/2001	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639784	Dengue (denv3)	DENV_3/VE/BID_V2217/2003	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639782	Dengue (denv3)	DENV_3/VE/BID_V2215/2003	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639804	Dengue (denv3)	DENV_3/VE/BID_V2240/2005	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639817	Dengue (denv3)	DENV_3/VE/BID_V2257/2006	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639799	Dengue (denv3)	DENV_3/VE/BID_V2232/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955472	Dengue (denv3)	DENV_3/VE/BID_V2238/2004	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ639780	Dengue (denv3)	DENV_3/VE/BID_V2213/2003	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639810	Dengue (denv3)	DENV_3/VE/BID_V2247/2005	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955483	Dengue (denv3)	DENV_3/VE/BID_V2486/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955482	Dengue (denv3)	DENV_3/VE/BID_V2485/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ547085	Dengue (denv3)	DENV_3/US/BID_V2126/2006	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU932687	Dengue (denv3)	DENV_3/VE/BID_V1149/2007	Henn et al	Direct Submission	Submitted (27-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850111	Dengue (denv3)	DENV_3/VE/BID_V2484/2007	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850109	Dengue (denv3)	DENV_3/VE/BID_V2480/2007	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850110	Dengue (denv3)	DENV_3/VE/BID_V2482/2007	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639827	Dengue (denv3)	DENV_3/VE/BID_V2268/2008	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639826	Dengue (denv3)	DENV_3/VE/BID_V2267/2008	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
MH544649	Dengue (denv3)	449686_Antioquia_CO_2015	Laiton Donato et al	Whole Genome Sequences of Dengue virus type 3 strains isolated from the serum of patients in Colombia 2015 - 2016	Unpublished	Genbank
MH544650	Dengue (denv3)	449982_Meta_CO_2015	Laiton Donato et al	Whole Genome Sequences of Dengue virus type 3 strains isolated from the serum of patients in Colombia 2015 - 2016	Unpublished	Genbank
JF808119	Dengue (denv3)	D3BR/BR8/04	Alfonso et al	Molecular characterization of dengue virus type 3 isolated in Brazil and Paraguay	Unpublished	Genbank
FJ850086	Dengue (denv3)	DENV_3/BR/BID_V2394/2005	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898447	Dengue (denv3)	DENV_3/BR/BID_V2983/2003	?			Genbank
FJ850080	Dengue (denv3)	DENV_3/BR/BID_V2388/2003	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ235027	Dengue (denv3)	PAR_DENV3_5532_07	Silveira et al	Dengue virus type 3 isolated from a fatal case with visceral complications induces enhanced proinflammatory responses and apoptosis of human dendritic cells	J. Virol. 85 (11), 5374-5383 (2011)	Genbank
FJ850094	Dengue (denv3)	DENV_3/BR/BID_V2403/2008	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850083	Dengue (denv3)	DENV_3/BR/BID_V2391/2004	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850089	Dengue (denv3)	DENV_3/BR/BID_V2397/2006	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529691	Dengue (denv3)	DENV_3/VE/BID_V911/2001	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898462	Dengue (denv3)	DENV_3/AI/BID_V2976/2001	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898463	Dengue (denv3)	DENV_3/LC/BID_V2979/2001	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868616	Dengue (denv3)	DENV_3/LC/BID_V3929/2001	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898464	Dengue (denv3)	DENV_3/GY/BID_V2980/2002	?			Genbank
KU509278	Dengue (denv3)	DENV3_254	?			Genbank
KF955505	Dengue (denv3)	DENV_3/GD/BID_V3930/2002	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ898459	Dengue (denv3)	DENV_3/TT/BID_V2982/2002	?			Genbank
GQ868617	Dengue (denv3)	DENV_3/TT/BID_V3928/2002	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JF808118	Dengue (denv3)	D3BR/BV4/02	Alfonso et al	Molecular characterization of dengue virus type 3 isolated in Brazil and Paraguay	Unpublished	Genbank
KF955473	Dengue (denv3)	DENV_3/BR/BID_V2383/2002	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ024467	Dengue (denv3)	DENV_3/US/BID_V1608/2004	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ390372	Dengue (denv3)	DENV_3/US/BID_V1730/2003	Henn et al	Direct Submission	Submitted (14-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182006	Dengue (denv3)	DENV_3/US/BID_V1616/2004	Henn et al	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024469	Dengue (denv3)	DENV_3/US/BID_V1610/2004	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024468	Dengue (denv3)	DENV_3/US/BID_V1609/2004	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182038	Dengue (denv3)	DENV_3/US/BID_V1623/2005	Henn et al	Direct Submission	Submitted (03-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182008	Dengue (denv3)	DENV_3/US/BID_V1618/2005	Henn et al	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482555	Dengue (denv3)	DENV_3/US/BID_V1043/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529696	Dengue (denv3)	DENV_3/US/BID_V1076/1999	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482564	Dengue (denv3)	DENV_3/US/BID_V1078/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529692	Dengue (denv3)	DENV_3/US/BID_V1044/2006	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
AY099337	Dengue (denv3)	D3/H/IMTSSA_MART/1999/1243	Peyrefitte et al	Genetic Characterization of Newly Reintroduced Dengue Virus Type 3 in Martinique (French West Indies)	J. Clin. Microbiol. 41 (11), 5195-5198 (2003)	Genbank
FJ547083	Dengue (denv3)	DENV_3/US/BID_V2119/2002	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EF629366	Dengue (denv3)	BR_DEN3_95_04	Duarte dos Santos et al	Complete genome sequence of Dengue virus type 3	Unpublished	Genbank
EF629368	Dengue (denv3)	BR_DEN3_98_04	Duarte dos Santos et al	Evidence of co-circulation of Dengue virus type 3 genotypes I and III in Brazil during 2002-2004 epidemics: First report	Unpublished	Genbank
JX669497	Dengue (denv3)	255/BR_PE/05	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JX669493	Dengue (denv3)	339/BR_PE/05	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JX669492	Dengue (denv3)	206/BR_PE/05	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JX669503	Dengue (denv3)	314/BR_PE/06	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JX669506	Dengue (denv3)	420/BR_PE/06	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JX669507	Dengue (denv3)	423/BR_PE/06	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
AY679147	Dengue (denv3)	BR74886/02	Miagostovich et al	Dengue virus type 3 strain BR74886/02, complete genome, isolated from the liver of a fatal case	Unpublished	Genbank
FJ177308	Dengue (denv3)	BR73354mosq/01	Castro et al	Dengue virus type 3 strain BRmosq73354/01, complete genome, isolated from naturally infected mosquitoes	Unpublished	Genbank
JF808129	Dengue (denv3)	D3PY/AS10/03	Alfonso et al	Molecular characterization of dengue virus type 3 isolated in Brazil and Paraguay	Unpublished	Genbank
JX669500	Dengue (denv3)	249/BR_PE/05	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JX669505	Dengue (denv3)	418/BR_PE/06	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JF808128	Dengue (denv3)	D3PY/PJ4/03	Alfonso et al	Molecular characterization of dengue virus type 3 isolated in Brazil and Paraguay	Unpublished	Genbank
JF808126	Dengue (denv3)	D3BR/PV1/03	Alfonso et al	Molecular characterization of dengue virus type 3 isolated in Brazil and Paraguay	Unpublished	Genbank
EF629367	Dengue (denv3)	BR_DEN3_97_04	Duarte dos Santos et al	Complete genome sequence of Dengue virus type 3	Unpublished	Genbank
JF808124	Dengue (denv3)	D3BR/MR9/03	Alfonso et al	Molecular characterization of dengue virus type 3 isolated in Brazil and Paraguay	Unpublished	Genbank
JX669499	Dengue (denv3)	161/BR_PE/04	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JX669495	Dengue (denv3)	145/BR_PE/04	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
GU131868	Dengue (denv3)	DENV_3/BR/BID_V3589/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JF808123	Dengue (denv3)	D3PY/AS12/02	Alfonso et al	Molecular characterization of dengue virus type 3 isolated in Brazil and Paraguay	Unpublished	Genbank
JF808127	Dengue (denv3)	D3BR/CU6/02	Alfonso et al	Molecular characterization of dengue virus type 3 isolated in Brazil and Paraguay	Unpublished	Genbank
JF808125	Dengue (denv3)	D3BR/SL3/02	Alfonso et al	Molecular characterization of dengue virus type 3 isolated in Brazil and Paraguay	Unpublished	Genbank
JX669498	Dengue (denv3)	129/BR_PE/04	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
FJ898446	Dengue (denv3)	DENV_3/BR/BID_V2977/2001	?			Genbank
JF808122	Dengue (denv3)	D3PY/SUS/2003	Alfonso et al	Molecular characterization of dengue virus type 3 isolated in Brazil and Paraguay	Unpublished	Genbank
GU131874	Dengue (denv3)	DENV_3/BR/BID_V3601/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131856	Dengue (denv3)	DENV_3/BR/BID_V3456/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131844	Dengue (denv3)	DENV_3/BR/BID_V3417/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JF808120	Dengue (denv3)	D3BR/AL95/2009	Alfonso et al	Molecular characterization of dengue virus type 3 isolated in Brazil and Paraguay	Unpublished	Genbank
GU131878	Dengue (denv3)	DENV_3/BR/BID_V3615/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955504	Dengue (denv3)	DENV_3/BR/BID_V3642/2008	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
JX669490	Dengue (denv3)	85469/BR_PE/02	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
KC425219	Dengue (denv3)	95016/BR_PE/02	Santos et al	Construction and characterization of a complete reverse genetics system of dengue type 3 virus	Unpublished	Genbank
JX669501	Dengue (denv3)	263/BR_PE/05	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
GU131877	Dengue (denv3)	DENV_3/BR/BID_V3609/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JX669489	Dengue (denv3)	101905/BR_PE/03	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JX669491	Dengue (denv3)	81257/BR_PE/02	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JX669508	Dengue (denv3)	424/BR_PE/06	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JX669504	Dengue (denv3)	411/BR_PE/06	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JX669494	Dengue (denv3)	277/BR_PE/05	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JX669496	Dengue (denv3)	603/BR_PE/06	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
JX669502	Dengue (denv3)	283/BR_PE/05	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil:epidemiological implications	Unpublished	Genbank
EF643017	Dengue (denv3)	D3BR/RP1/2003	Goncalves et al	Genomic characterization of a Dengue virus type 3 isolate from a dengue fever patient	Unpublished	Genbank
GU131870	Dengue (denv3)	DENV_3/BR/BID_V3591/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955497	Dengue (denv3)	DENV_3/BR/BID_V3603/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
