Accession	Virus	Strain	Author	Publication_Title	Journal	Database
MK166992	Dengue (denv1)	YNBN1001	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MK167018	Dengue (denv1)	YNBN1007	Guan et al	Direct Submission	Submitted (13-NOV-2018) Yunnan Key Laboratory of Vaccine Research & Development on Severe Infectious Diseases, Institute of Medical Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, 935 Jiaoling Road, Xi shuang ban na, Yunnan, China	Genbank
MF033201	Dengue (denv1)	V32089	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF033221	Dengue (denv1)	V28041	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KU509250	Dengue (denv1)	DENV1_17461	Shihada et al	Genetic Diversity and New Lineages of Dengue Virus Serotypes 3 and 4 in Returning Travelers, Germany, 2006-2015	Emerging Infect. Dis. 23 (2), 272-275 (2017)	Genbank
MF405201	Dengue (denv1)	YNPE1	Shi et al	Complete genome sequence and molecular characterization of dengue virus serotype 1 and 2 isolated from Yunnan, China	Unpublished	Genbank
KY672941	Dengue (denv1)	DENV_1/China/YN/DGRL_161_2014_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 1 virus strains isolated from dengue fever cases in Sino-Myanmar border region in Yunnan province, China	Unpublished	Genbank
KY672942	Dengue (denv1)	DENV_1/China/YN/DGRL_177_2014_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 1 virus strains isolated from dengue fever cases in Sino-Myanmar border region in Yunnan province, China	Unpublished	Genbank
HQ891316	Dengue (denv1)	DV1_SL_2009d	Tissera et al	Dengue Surveillance in Colombo, Sri Lanka: emergence of a new dengue virus type 1 genotype	Unpublished	Genbank
HQ891315	Dengue (denv1)	DV1_SL_2009c	Tissera et al	Dengue Surveillance in Colombo, Sri Lanka: emergence of a new dengue virus type 1 genotype	Unpublished	Genbank
JN054256	Dengue (denv1)	DV1_SL_2009e	Tissera et al	New dengue virus type 1 genotype in Colombo, Sri Lanka	Emerging Infect. Dis. 17 (11), 2053-2055 (2011)	Genbank
HQ891314	Dengue (denv1)	DV1_SL_2009b	Tissera et al	Dengue Surveillance in Colombo, Sri Lanka: emergence of a new dengue virus type 1 genotype	Unpublished	Genbank
HQ891313	Dengue (denv1)	DV1_SL_2009a	Tissera et al	Dengue Surveillance in Colombo, Sri Lanka: emergence of a new dengue virus type 1 genotype	Unpublished	Genbank
JN054255	Dengue (denv1)	DV1_SL_2010b	Tissera et al	New dengue virus type 1 genotype in Colombo, Sri Lanka	Emerging Infect. Dis. 17 (11), 2053-2055 (2011)	Genbank
MF033203	Dengue (denv1)	V42373	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF033215	Dengue (denv1)	V9200	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KJ726664	Dengue (denv1)	SL_2012_GS0308	Ocwieja et al	Phylogeography and Molecular Epidemiology of an Epidemic Strain of Dengue Virus Type 1 in Sri Lanka	Am. J. Trop. Med. Hyg. 91 (2), 225-234 (2014)	Genbank
KJ468234	Dengue (denv1)	BNI_5201	Punzel et al	Dengue virus transmission by blood stem cell donor after travel to Sri Lanka; Germany, 2013	Emerging Infect. Dis. 20 (8), 1366-1369 (2014)	Genbank
KP398852	Dengue (denv1)	DK87	Murugananthan et al	Direct Submission	Submitted (05-JAN-2015) Ecosystem and Public Health, University of Calgary, 3330 Hospital Drive NW, Calgary, Alberta T2N4C1, Canada	Genbank
KJ726665	Dengue (denv1)	SL_2012_GS0292	Ocwieja et al	Phylogeography and Molecular Epidemiology of an Epidemic Strain of Dengue Virus Type 1 in Sri Lanka	Am. J. Trop. Med. Hyg. 91 (2), 225-234 (2014)	Genbank
MF033196	Dengue (denv1)	V42876	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KJ726663	Dengue (denv1)	SL_2012_GS0289	Ocwieja et al	Phylogeography and Molecular Epidemiology of an Epidemic Strain of Dengue Virus Type 1 in Sri Lanka	Am. J. Trop. Med. Hyg. 91 (2), 225-234 (2014)	Genbank
KJ726662	Dengue (denv1)	SL_2012_GS0319	Ocwieja et al	Phylogeography and Molecular Epidemiology of an Epidemic Strain of Dengue Virus Type 1 in Sri Lanka	Am. J. Trop. Med. Hyg. 91 (2), 225-234 (2014)	Genbank
KY496856	Dengue (denv1)	D1/Taiwan/813KH9809b	?			Genbank
KY849745	Dengue (denv1)	UI14029	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
FJ687430	Dengue (denv1)	DENV_1/TH/BID_V2274/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687432	Dengue (denv1)	DENV_1/TH/BID_V2276/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687433	Dengue (denv1)	DENV_1/TH/BID_V2277/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KY672933	Dengue (denv1)	DENV_1/China/YN/15DGR55_2015_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 1 virus strains isolated from dengue fever cases in Sino-Myanmar border region in Yunnan province, China	Unpublished	Genbank
MF033222	Dengue (denv1)	V30629	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KX620454	Dengue (denv1)	Sz_9/M/SZ/2014/DEV1	?			Genbank
AY713476	Dengue (denv1)	D1Myanmar305/01	Thu et al	Genome analysis of Dengue 1 strains from humans and mosquitoes in Myanmar	Unpublished	Genbank
AY726554	Dengue (denv1)	D1Myanmar31987/98	Thu et al	Genome analysis of Dengue 1 strains from humans and mosquitoes in Myanmar	Unpublished	Genbank
AY708047	Dengue (denv1)	D1Myanmar059/01	Thu et al	Genome analysis of Dengue 1 strains from humans and mosquitoes in Myanmar	Unpublished	Genbank
AY726553	Dengue (denv1)	D1Myanmar49440/02	Thu et al	Genome analysis of Dengue 1 strains from humans and mosquitoes in Myanmar	Unpublished	Genbank
AY726549	Dengue (denv1)	D1Myanmar37726/01	Thu et al	Genome analysis of Dengue 1 strains from humans and mosquitoes in Myanmar	Unpublished	Genbank
AY726551	Dengue (denv1)	D1Myanmar44168/01	Thu et al	Genome analysis of Dengue 1 strains from humans and mosquitoes in Myanmar	Unpublished	Genbank
KY672937	Dengue (denv1)	DENV_1/China/YN/DGRL_6_2014_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 1 virus strains isolated from dengue fever cases in Sino-Myanmar border region in Yunnan province, China	Unpublished	Genbank
FJ639669	Dengue (denv1)	DENV_1/KH/BID_V1978/2000	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639672	Dengue (denv1)	DENV_1/KH/BID_V1983/2001	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868619	Dengue (denv1)	DENV_1/KH/BID_V1991/2003	?			Genbank
FJ639670	Dengue (denv1)	DENV_1/KH/BID_V1979/2001	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639682	Dengue (denv1)	DENV_1/KH/BID_V1997/2004	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882563	Dengue (denv1)	DENV_1/VN/BID_V2826/2003	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882562	Dengue (denv1)	DENV_1/VN/BID_V2825/2003	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639680	Dengue (denv1)	DENV_1/KH/BID_V1995/2003	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639681	Dengue (denv1)	DENV_1/KH/BID_V1996/2003	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955445	Dengue (denv1)	DENV_1/KH/BID_V3794/2003	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ639677	Dengue (denv1)	DENV_1/KH/BID_V1989/2003	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ432747	Dengue (denv1)	DENV_1/VN/BID_V1832/2007	Henn et al	Direct Submission	Submitted (29-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882534	Dengue (denv1)	DENV_1/VN/BID_V2709/2006	Henn et al	Direct Submission	Submitted (02-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410234	Dengue (denv1)	DENV_1/VN/BID_V1896/2007	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868612	Dengue (denv1)	DENV_1/VN/BID_V2901/2006	?			Genbank
FJ898421	Dengue (denv1)	DENV_1/VN/BID_V2906/2006	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482525	Dengue (denv1)	DENV_1/VN/BID_V981/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131725	Dengue (denv1)	DENV_1/VN/BID_V3903/2008	?			Genbank
KX951690	Dengue (denv1)	D1/Taiwan/709TN0706a	Yang et al	Molecular epidemiology of dengue viruses in Taiwan	Unpublished	Genbank
KF971869	Dengue (denv1)	CHN/GuangDong/ZhongShan/HuangPu01/2013	Wu et al	Molecular epidemiology of dengue virus 1 epidemic in Zhongshan City in 2013	Unpublished	Genbank
KF971870	Dengue (denv1)	CHN/GuangDong/ZhongShan/Guzhen01/2013	Wu et al	Molecular epidemiology of dengue virus 1 epidemic in Zhongshan City in 2013	Unpublished	Genbank
KF971871	Dengue (denv1)	CHN/GuangDong/ZhongShan/Henglan01/2013	Wu et al	Molecular epidemiology of dengue virus 1 epidemic in Zhongshan City in 2013	Unpublished	Genbank
KJ438296	Dengue (denv1)	GZ27	Yang et al	Dengue fever outbreak in China, 2013	Unpublished	Genbank
KX621251	Dengue (denv1)	GZ8_55/S/Baiyun/2013/DEV1	?			Genbank
KT827370	Dengue (denv1)	GZ/26785/D1/2013	?			Genbank
KX225489	Dengue (denv1)	GZ8_63/S/Liwan/2013/DEV1	Zhao et al	Complete genome sequencing of dengue virus isolate in Guangzhou, China	Unpublished	Genbank
KX225488	Dengue (denv1)	GZ8_59/S/Dongshan/2013/DEV1	Zhao et al	Complete genome sequencing of dengue virus isolate in Guangzhou, China	Unpublished	Genbank
KX620455	Dengue (denv1)	Sz_25/M/SZ/2014/DEV1	?			Genbank
KT827376	Dengue (denv1)	GZ/33754/D1/2014	Bai et al	Direct Submission	Submitted (25-SEP-2015) Department of Virology & Immunology, Guangzhou Center for Diseases Control and Prevention, 1 Qide Road, Baiyun District, Guangzhou, Guangdong 510440, China	Genbank
MG560266	Dengue (denv1)	P1278/China/GD/ZS/2014	Zhao et al	Epidemiological and evolutionary analysis of DENV-1 detected in Guangdong since 2005 basing on lineages characterization of outbreak in 2014	Unpublished	Genbank
KT827372	Dengue (denv1)	GZ/35293/D1/2014	Bai et al	Direct Submission	Submitted (25-SEP-2015) Department of Virology & Immunology, Guangzhou Center for Diseases Control and Prevention, 1 Qide Road, Baiyun District, Guangzhou, Guangdong 510440, China	Genbank
KX621252	Dengue (denv1)	GZ8_84/S/GZ/2014/DEV1	?			Genbank
KT827379	Dengue (denv1)	GZ/14828/D1/2015	?			Genbank
KX458013	Dengue (denv1)	N5/DENV_1/M/GZ/2014	?			Genbank
KT187564	Dengue (denv1)	DENV1/CN/GZDF716/2014	Li et al	Direct Submission	Submitted (20-JUN-2015) Department of Microbiology, Zhongshan School of Medicine, Sun Yat-Sen University, Key Laboratory of Tropical Disease Control, Ministry of Education, W1334, Science & Technology Building, 74 Zhongshan Road Ii, Guangzhou, Guangdong 510080, China	Genbank
KX458014	Dengue (denv1)	N46/DENV_1/M/GZ/2014	?			Genbank
KU509266	Dengue (denv1)	DENV1_18805	?			Genbank
KU509263	Dengue (denv1)	DENV1_18014	Shihada et al	Genetic Diversity and New Lineages of Dengue Virus Serotypes 3 and 4 in Returning Travelers, Germany, 2006-2015	Emerging Infect. Dis. 23 (2), 272-275 (2017)	Genbank
MG877556	Dengue (denv1)	Thai2013	Fontaine et al	Epidemiological significance of dengue virus genetic variation in mosquito infection dynamics	PLoS Pathog. 14 (7), e1007187 (2018)	Genbank
LC011949	Dengue (denv1)	D1/Hu/Shizuoka/NIID181/2014	Tajima et al	Whole Genome Sequencing-Based Molecular Epidemiologic Analysis of Autochthonous Dengue Virus Type 1 Strains Circulating in Japan in 2014	Jpn. J. Infect. Dis. 70 (1), 45-49 (2017)	Genbank
FJ469907	Dengue (denv1)	SG_EHI_D1209Y03	Lee et al	Direct Submission	Submitted (18-NOV-2008) National Environmental Agency, Environmental Health Institute, 11 Biopolis Way #06-05/08, Helios Block, Singapore 138667, Singapore	Genbank
KY849750	Dengue (denv1)	SV224	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KJ438293	Dengue (denv1)	GZ10	Yang et al	Dengue fever outbreak in China, 2013	Unpublished	Genbank
HG316482	Dengue (denv1)	KDH0030A	Fansiri et al	Genetic Mapping of Specific Interactions between Aedes aegypti Mosquitoes and Dengue Viruses	PLoS Genet. 9 (8), E1003621 (2013)	Genbank
KC172831	Dengue (denv1)	LNT613_Laos_2008	Dubot-Peres et al	An epidemic of dengue-1 in a remote village in rural laos	PLoS Negl Trop Dis 7 (8), E2360 (2013)	Genbank
KY849727	Dengue (denv1)	UI15488	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849704	Dengue (denv1)	LNT2313	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849707	Dengue (denv1)	SV130	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849709	Dengue (denv1)	SV218	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849708	Dengue (denv1)	SV204	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849721	Dengue (denv1)	SV532	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849751	Dengue (denv1)	SV671	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849723	Dengue (denv1)	SV582	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849742	Dengue (denv1)	SV300	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849714	Dengue (denv1)	SV243	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849711	Dengue (denv1)	SV228	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849712	Dengue (denv1)	SV231	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849710	Dengue (denv1)	SV220	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849701	Dengue (denv1)	SV337	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849713	Dengue (denv1)	SV232	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849744	Dengue (denv1)	SV602	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849715	Dengue (denv1)	SV381	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849748	Dengue (denv1)	SV393	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849717	Dengue (denv1)	SV409	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849719	Dengue (denv1)	SV427	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849716	Dengue (denv1)	SV385	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849718	Dengue (denv1)	SV410	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849722	Dengue (denv1)	SV541	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
FJ469909	Dengue (denv1)	SG_EHI_D1227Y03	Lee et al	Direct Submission	Submitted (18-NOV-2008) National Environmental Agency, Environmental Health Institute, 11 Biopolis Way #06-05/08, Helios Block, Singapore 138667, Singapore	Genbank
FJ469908	Dengue (denv1)	SG_EHI_D1210Y03	Lee et al	Direct Submission	Submitted (18-NOV-2008) National Environmental Agency, Environmental Health Institute, 11 Biopolis Way #06-05/08, Helios Block, Singapore 138667, Singapore	Genbank
KP406802	Dengue (denv1)	DenKor_02	Go et al	Complete Genome Sequences of Three Clinical Isolates of Dengue Virus Serotype 1 from South Korean Travelers	Genome Announc 3 (6), e01388-15 (2015)	Genbank
KC762621	Dengue (denv1)	MKS_0397	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KC762626	Dengue (denv1)	MKS_2138	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KC762644	Dengue (denv1)	MKS_2094	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KC762647	Dengue (denv1)	MKS_WS72	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KC762639	Dengue (denv1)	MKS_WS81	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
KY057373	Dengue (denv1)	SUB_120A	?			Genbank
KY057372	Dengue (denv1)	SUB_098A	?			Genbank
KT827368	Dengue (denv1)	GZ/6519/D1/2007	?			Genbank
KY057365	Dengue (denv1)	SUB_003A	?			Genbank
KU509253	Dengue (denv1)	DENV1_8356	Shihada et al	Genetic Diversity and New Lineages of Dengue Virus Serotypes 3 and 4 in Returning Travelers, Germany, 2006-2015	Emerging Infect. Dis. 23 (2), 272-275 (2017)	Genbank
KJ806947	Dengue (denv1)	SG_EHI_D1/35503Y13	Ng et al	2013 Dengue Outbreaks in Singapore and Malaysia Caused by Different Viral Strains	Am. J. Trop. Med. Hyg. (2015) In press	Genbank
KC762642	Dengue (denv1)	MKS_WS88	Sasmono et al	Genomic analysis and growth characteristic of dengue viruses from Makassar, Indonesia	Infect. Genet. Evol. 32, 165-177 (2015)	Genbank
GQ398255	Dengue (denv1)	DENV_1/SG/07K3640DK1/2008	?			Genbank
MH823207	Dengue (denv1)	JMB_059	Yohan et al	Whole genome sequencing of Indonesian dengue virus isolates using next-generation sequencing	Indones J Biotechnol 23 (2), 74-83 (2018)	Genbank
MF033244	Dengue (denv1)	V5486	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF033248	Dengue (denv1)	V7581	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
DQ193572	Dengue (denv1)	Fj231/04	Weng et al	Complete genomic RNA sequence of a Dengue virus type 1 strain isolated in Fujian, China	Unpublished	Genbank
MF033220	Dengue (denv1)	V25333	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KY057367	Dengue (denv1)	SUB_027A	?			Genbank
MF033257	Dengue (denv1)	V34427	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KY057370	Dengue (denv1)	SUB_048A	Sasmono et al	Complete genome analysis of dengue virus 1 from Surabaya, Indonesia	Unpublished	Genbank
MF033235	Dengue (denv1)	V13250	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KU365900	Dengue (denv1)	D1/Taiwan/806KH1405a	Yang et al	Molecular epidemiology of dengue virus in Taiwan, 2011-2015	Unpublished	Genbank
KJ806951	Dengue (denv1)	SG_EHI_D1/51415Y13	Ng et al	2013 Dengue Outbreaks in Singapore and Malaysia Caused by Different Viral Strains	Am. J. Trop. Med. Hyg. (2015) In press	Genbank
KX452067	Dengue (denv1)	TM385	?			Genbank
KU666939	Dengue (denv1)	TM24	Dhanoa et al	Impact of dengue virus (DENV) co-infection on clinical manifestations, disease severity and laboratory parameters	BMC Infect. Dis. 16 (1), 406 (2016)	Genbank
MF033246	Dengue (denv1)	V5696	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF033225	Dengue (denv1)	V33084	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
KX224261	Dengue (denv1)	SG_EHI_D1/38043Y14	Hapuarachchi et al	Epidemic resurgence of dengue fever in Singapore in 2013-2014: A virological and entomological perspective	BMC Infect. Dis. 16 (1), 300 (2016)	Genbank
KJ806959	Dengue (denv1)	SG_EHI_D1/07771Y14	Ng et al	2013 Dengue Outbreaks in Singapore and Malaysia Caused by Different Viral Strains	Am. J. Trop. Med. Hyg. (2015) In press	Genbank
KR028435	Dengue (denv1)	DENV_1/GZ/ZW_0802/2014	?			Genbank
KX621250	Dengue (denv1)	GZ8_46/S/Haizhu/2014/DEV1	?			Genbank
KT827373	Dengue (denv1)	GZ/34502/D1/2014	?			Genbank
KX225493	Dengue (denv1)	GZ_12/M/GZ/2014/DEV1	Zhao et al	Complete genome sequencing of dengue virus isolate in Guangzhou, China	Unpublished	Genbank
KX225492	Dengue (denv1)	GZ_11/M/GZ/2014/DEV1	Zhao et al	Complete genome sequencing of dengue virus isolate in Guangzhou, China	Unpublished	Genbank
MF033232	Dengue (denv1)	V9063	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF033250	Dengue (denv1)	V9778	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF033258	Dengue (denv1)	V42327	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
MF314188	Dengue (denv1)	2016_Singapore_DENV_1_NPHL	Fong et al	Direct Submission	Submitted (09-JUN-2017) Singapore Immunology Network (SIgN), Agency for Science, Technology and Research (A*STAR), 8A Biomedical Grove, Level 4, Immunos, Singapore 138648, Singapore	Genbank
JQ048541	Dengue (denv1)	DG14	Ma et al	Complete genome of Dengue virus type 1 isolated in Dongguan, China	Unpublished	Genbank
KJ806961	Dengue (denv1)	SG_EHI_D1/01963Y14	Ng et al	2013 Dengue Outbreaks in Singapore and Malaysia Caused by Different Viral Strains	Am. J. Trop. Med. Hyg. (2015) In press	Genbank
MF033214	Dengue (denv1)	V7724	Koo et al	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	Genbank
